#string_protein_id	preferred_name	protein_size	annotation
7227.FBpp0079900	zuc	253	Mitochondrial cardiolipin hydrolase; Cardiolipin hydrolase present at the mitochondrial outer membrane required for piRNA metabolic process. Acts by catalyzing the hydrolysis of cardiolipin (diphosphatidylglycerol) to form phosphatidate (phosphatidic acid or PA) at the mitochondrial outer membrane surface, promoting the piRNA metabolic process. Plays a key role in primary biogenesis of piRNAs and is required during oogenesis to repress transposable elements and prevent their mobilization. piRNAs mediate the repression of transposable elements during meiosis by forming complexes compose [...] 
7227.FBpp0079907	esc	425	Polycomb protein esc; Polycomb group (PcG) protein. While PcG proteins are generally required to maintain the transcriptionally repressive state of homeotic genes throughout development, this protein is specifically required during the first 6 hours of embryogenesis to establish the repressed state. Component of the Esc/E(z) complex, which methylates 'Lys-9' and 'Lys-27' residues of histone H3, leading to transcriptional repression of the affected target gene. The Esc/E(z) complex is necessary but not sufficient for the repression of homeotic target genes, suggesting that the recruitme [...] 
7227.FBpp0079912	Ced-12	724	Ced-12 (Ced-12) encodes a protein that functions with Dock family members (encoded by mbc or spg) to regulate GTPase activity. It contributes to myoblast fusion, apoptotic cell engulfment, cell migration, and embryonic cellularization.
7227.FBpp0079918	CG17211	1354	Uncharacterized protein; Integrin binding. It is involved in the biological process described with: epithelial tube morphogenesis.
7227.FBpp0079919	Gr33a	475	Gustatory and pheromone receptor 33a; Gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates. Required for sensing all nonvolatile repulsive chemicals, including tastants, pheromones, and especially N,N-Diethyl-meta-toluamide (DEET), the most widely used insect repellent worldwide. Functions also as a pheromone receptor for a male inhibitory pheromone leading to male-male courtship suppression. Belongs to the insect chemoreceptor superfamily. Gustatory receptor (GR) family. Gr66a subfamily.
7227.FBpp0079923	CG17217	160	GEO12039p1.
7227.FBpp0079924	crok	151	GEO12654p1; GPI anchor binding. It is involved in the biological process described with: septate junction assembly; sleep; positive regulation of voltage-gated potassium channel activity; regulation of tube size, open tracheal system; regulation of synaptic transmission, cholinergic.
7227.FBpp0079932	CG31862	182	Uncharacterized protein.
7227.FBpp0079936	CG17010	429	Ribokinase; Catalyzes the phosphorylation of ribose at O-5 in a reaction requiring ATP and magnesium. The resulting D-ribose-5-phosphate can then be used either for sythesis of nucleotides, histidine, and tryptophan, or as a component of the pentose phosphate pathway.
7227.FBpp0079940	CG6583	154	GEO13220p1.
7227.FBpp0079942	rho-6	263	Rhomboid-6, isoform B; Serine-type endopeptidase activity; Belongs to the peptidase S54 family.
7227.FBpp0079946	CG6712	394	Probable ribosome production factor 1; May be required for ribosome biogenesis.
7227.FBpp0079947	Pkd2	924	Polycystic kidney disease 2 (Pkd2) encodes a calcium permeable cation channel of the transient receptor potential (TRP) family. Its roles include sperm motility, smooth muscle contraction, larval feeding behavior, detection of mechanical stimuli and cold nociception.
7227.FBpp0079948	Fam92	395	GH04442p; It is involved in the biological process described with: negative regulation of protein secretion.
7227.FBpp0079949	CG6388	578	Probable tRNA (guanine(26)-N(2))-dimethyltransferase; Dimethylates a single guanine residue at position 26 of most tRNAs using S-adenosyl-L-methionine as donor of the methyl groups. Belongs to the class I-like SAM-binding methyltransferase superfamily. Trm1 family.
7227.FBpp0079952	Oatp33Eb	814	Organic anion transporting polypeptide 33Eb; Sodium-independent organic anion transmembrane transporter activity; transmembrane transporter activity; active transmembrane transporter activity. It is involved in the biological process described with: organic substance transport; sodium-independent organic anion transport; transmembrane transport.
7227.FBpp0079963	t-cup	216	Tetleys-cup; Belongs to the cytochrome b5 family.
7227.FBpp0079964	CG5418	355	IU_nuc_hydro domain-containing protein.
7227.FBpp0079970	vir-1	431	Virus-induced RNA 1 (vir-1) is produced from a promoter that is induced by viral infection. It can be used as a marker of the induction of an antiviral response. Its expression is regulated by the Jak/STAT pathway.
7227.FBpp0079979	CG6180	257	GH25425p.
7227.FBpp0079983	CG15483	407	Uncharacterized protein; Glucuronosyltransferase activity. It is involved in the biological process described with: protein O-linked mannosylation.
7227.FBpp0079987	CG15484	206	IP07046p.
7227.FBpp0079990	CG5781	266	IP21958p.
7227.FBpp0079992	CCT4	533	T-complex protein 1 subunit delta; Unfolded protein binding; ATP binding. It is involved in the biological process described with: protein folding.
7227.FBpp0079993	Nepl7	669	Neprilysin-like 7, isoform A; Metalloendopeptidase activity. It is involved in the biological process described with: proteolysis.
7227.FBpp0079994	ACXC	1130	Adenylyl cyclase X C, isoform A; Adenylate cyclase activity. It is involved in the biological process described with: cyclic nucleotide biosynthetic process; spermatogenesis; adenylate cyclase-activating G protein-coupled receptor signaling pathway.
7227.FBpp0079995	ACXB	1114	Adenylyl cyclase X B; Adenylate cyclase activity. It is involved in the biological process described with: spermatogenesis; cyclic nucleotide biosynthetic process; adenylate cyclase-activating G protein-coupled receptor signaling pathway.
7227.FBpp0079996	ACXA	1112	Adenylyl cyclase X A, isoform A; Adenylate cyclase activity. It is involved in the biological process described with: adenylate cyclase-activating G protein-coupled receptor signaling pathway; cyclic nucleotide biosynthetic process; spermatogenesis.
7227.FBpp0080001	Vha68-2	614	Vacuolar H[+] ATPase 68 kDa subunit 2 (Vha68-2) encodes a component of the V1 subunit of the vacuolar ATPase, which acidifies endosomal compartments including the lysosome and influences the activity of several signaling pathways.
7227.FBpp0080002	Vha68-3	743	Vacuolar H[+] ATPase 68kD subunit 3; ATP binding; proton-transporting ATPase activity, rotational mechanism. It is involved in the biological process described with: proton transmembrane transport; ATP metabolic process.
7227.FBpp0080008	A16	376	LD10135p; Protein phosphatase 1 binding.
7227.FBpp0080009	CG9934	1217	LD24832p; Ubiquitin-ubiquitin ligase activity. It is involved in the biological process described with: protein polyubiquitination; ubiquitin-dependent ERAD pathway; protein ubiquitination.
7227.FBpp0080010	Vha68-1	614	V-type proton ATPase catalytic subunit A isoform 1; Catalytic subunit of the peripheral V1 complex of vacuolar ATPase. V-ATPase vacuolar ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells.
7227.FBpp0080011	Yip1d1	264	Protein YIPF; It is involved in the biological process described with: positive regulation of synapse pruning; spermatogenesis.
7227.FBpp0080012	CG5122	1263	Carn_acyltransf domain-containing protein; Carnitine O-acetyltransferase activity. It is involved in the biological process described with: carnitine metabolic process, CoA-linked.
7227.FBpp0080013	Pk34A	392	RT06158p; Cyclin binding; ATP binding; cyclin-dependent protein serine/threonine kinase activity. It is involved in the biological process described with: regulation of gene expression; G1/S transition of mitotic cell cycle; protein phosphorylation; positive regulation of cell population proliferation; regulation of G2/M transition of mitotic cell cycle.
7227.FBpp0080014	kmg	747	LP08967p; Kumgang (kmg) encodes a protein that exhibits chromatin binding activity. It is involved in regulation of gene expression and spermatogenesis.
7227.FBpp0080015	Sirt1	823	NAD-dependent histone deacetylase sirtuin-1; NAD-dependent histone deacetylase involved in heterochromatic silencing. Mildly suppresses the heterochromatin-mediated silencing phenomenon known as position-effect variegation (PEV). Required for epigenetic silencing of the polycomb group proteins. Has histone H4 deacetylase activity in vitro. Required maternally for establishing proper segmentation of the embryo. Involved in sex determination. May be involved in the regulation of life span.
7227.FBpp0080016	CG5439	520	LD35592p; Phosphatidylinositol binding.
7227.FBpp0080017	Alg7	409	GH19029p; phospho-N-acetylmuramoyl-pentapeptide-transferase activity; UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity. It is involved in the biological process described with: protein N-linked glycosylation; dolichyl diphosphate biosynthetic process.
7227.FBpp0080018	Rsph1	344	AT19426p; It is involved in the biological process described with: axoneme assembly.
7227.FBpp0080019	Edem2	801	alpha-1,2-Mannosidase; ER degradation enhancer, mannosidase alpha-like 2 (Edem2) encodes a lectin involved in the degradation of proteins during endoplasmic reticulum (ER) stress, which is generated by the presence of unfolded proteins in the ER; Belongs to the glycosyl hydrolase 47 family.
7227.FBpp0080020	Pect	393	Phosphoethanolamine cytidylyltransferase, isoform B; Ethanolamine-phosphate cytidylyltransferase activity. It is involved in the biological process described with: ethanolamine-containing compound metabolic process; phosphatidylethanolamine biosynthetic process.
7227.FBpp0080024	mRF1	392	Translation release factor activity, codon specific; ribosome binding. It is involved in the biological process described with: mitochondrial translational termination; translational termination.
7227.FBpp0080025	CG16812	455	LD36945p.
7227.FBpp0080028	Prosalpha6T	289	Proteasome subunit alpha type; The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH; Belongs to the peptidase T1A family.
7227.FBpp0080029	CG5867	262	BcDNA.GH05536.
7227.FBpp0080031	CG16820	309	GH15921p.
7227.FBpp0080039	Uvrag	696	UV-resistance associated gene (Uvrag) encodes a protein that regulates autophagy and vesicle trafficking with the product of Atg6 and class C vacuolar protein sorting complexes. With the products of Atg6 and Pi3K59F, It forms a PI3K(III) complex and plays roles in receptor downregulation and the establishment of proper cell polarity. It is also critical for proper organ rotation during development by controlling receptor endocytosis and subsequent degradation.
7227.FBpp0080040	CG31729	1256	ATP binding; magnesium ion binding; ATPase-coupled intramembrane lipid transporter activity. It is involved in the biological process described with: retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; phospholipid translocation; endocytosis; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IV subfamily.
